fecha,descripcion,ambito,id_municipio,lugar
2025-03-04,Martes de Entroido,municipal,32069,Ribadavia
2025-09-08,luns seguinte � Virxe do Portal,municipal,32069,Ribadavia
2025-03-04,Martes de Entroido,municipal,32070,San Xoán de Río
2025-06-24,San Xo�n,municipal,32070,San Xoán de Río
2025-03-04,Martes de Entroido,municipal,32071,Riós
2025-09-15,,municipal,32071,Riós
2025-03-04,Martes de Entroido,municipal,32072,A Rúa
2025-08-25,,municipal,32072,A Rúa
2025-05-29,A Ascensi�n,municipal,32073,Rubiá
2025-08-25,San Bartolomeu,municipal,32073,Rubiá
2025-03-04,Martes de Entroido,municipal,32074,San Amaro
2025-07-15,,municipal,32074,San Amaro
2025-03-04,Martes de Entroido,municipal,32075,San Cibrao das Viñas
2025-11-11,San Marti�o,municipal,32075,San Cibrao das Viñas
2025-07-10,San Cristovo,municipal,32076,San Cristovo de Cea
2025-09-22,festas da Saleta,municipal,32076,San Cristovo de Cea
2025-03-04,Martes de Entroido,municipal,32077,Sandiás
2025-04-21,Luns de Pascua,municipal,32077,Sandiás
2025-03-03,Luns de Entroido,municipal,32078,Sarreaus
2025-09-15,festas patronais,municipal,32078,Sarreaus
2025-03-04,Martes de Entroido,municipal,32079,Taboadela
2025-11-11,,municipal,32079,Taboadela
2025-03-04,Martes de Entroido,municipal,32080,A Teixeira
2025-11-25,d�a de Santa Catuxa,municipal,32080,A Teixeira
2025-03-04,Martes de Entroido,municipal,32081,Toén
2025-11-11,San Marti�o,municipal,32081,Toén
2025-03-04,Martes de Entroido,municipal,32082,Trasmiras
2025-06-24,San Xo�n,municipal,32082,Trasmiras
2025-03-04,Martes de Entroido,municipal,32083,A Veiga
2025-09-08,,municipal,32083,A Veiga
2025-03-04,Martes de Entroido,municipal,32084,Verea
2025-11-11,San Marti�o,municipal,32084,Verea
2025-01-17,Santo Ant�n,municipal,32085,Verín
2025-03-05,M�rcores de Cinza,municipal,32085,Verín
2025-02-28,,municipal,32086,Viana do Bolo
2025-03-05,M�rcores de Cinza,municipal,32086,Viana do Bolo
2025-03-04,Martes de Entroido,municipal,32087,Vilamarín
2025-11-11,San Marti�o,municipal,32087,Vilamarín
2025-04-23,San Xurxo,municipal,32088,Vilamartín de Valdeorras
2025-07-22,Santa Mar�a Madalena,municipal,32088,Vilamartín de Valdeorras
2025-06-13,,municipal,32089,Vilar de Barrio
2025-08-01,,municipal,32089,Vilar de Barrio
2025-04-21,Luns de Pascua,municipal,32090,Vilar de Santos
2025-08-05,Virxe das Neves,municipal,32090,Vilar de Santos
2025-03-05,M�rcores de Cinza,municipal,32091,Vilardevós
2025-08-14,,municipal,32091,Vilardevós
2025-03-03,Luns de Entroido,municipal,32092,Vilariño de Conso
2025-11-11,San Marti�o,municipal,32092,Vilariño de Conso
2025-02-03,San Brais,municipal,36001,Arbo
2025-07-11,San Bieito,municipal,36001,Arbo
2025-06-13,festa do Vi�o,municipal,36002,Barro
2025-10-03,romar�a de San Breixo,municipal,36002,Barro
2025-07-16,d�a da festividade da Virxe do Carmen,municipal,36003,Baiona
2025-09-26,festividade San Cosme e San Dami�n,municipal,36003,Baiona
2025-07-16,d�a da festividade da Virxe do Carmen,municipal,36004,Bueu
2025-11-11,festividade de San Marti�o,municipal,36004,Bueu
2025-06-24,San Xo�n,municipal,36005,Caldas de Reis
2025-08-14,,municipal,36005,Caldas de Reis
2025-07-11,San Bieito,municipal,36006,Cambados
2025-07-18,Santa Mari�a,municipal,36006,Cambados
2025-06-13,Santo Antonio,municipal,36007,Campo Lameiro
2025-09-29,San Miguel,municipal,36007,Campo Lameiro
2025-04-11,Venres das Dores,municipal,36008,Cangas
2025-09-01,Luns do Cristo,municipal,36008,Cangas
2025-06-09,romar�a das Pascuillas,municipal,36009,A Cañiza
2025-10-15,Santa Teresa,municipal,36009,A Cañiza
2025-07-14,,municipal,36010,Catoira
2025-08-04,,municipal,36010,Catoira
2025-05-02,seguinte � festa do traballo,municipal,36013,Covelo
2025-06-09,festa das Pascuillas,municipal,36013,Covelo
2025-05-13,,municipal,36014,Crecente
2025-06-26,,municipal,36014,Crecente
2025-07-11,San Bieito,municipal,36015,Cuntis
2025-08-18,Santo Ant�n,municipal,36015,Cuntis
2025-07-21,Luns da Virxe do Carme,municipal,36016,Dozón
2025-09-08,Luns da Pena de Francia,municipal,36016,Dozón
2025-06-26,festas patronais San Paio,municipal,36017,A Estrada
2025-06-27,festas patronais San Paio,municipal,36017,A Estrada
2025-06-24,San Xo�n,municipal,36018,Forcarei
2025-09-01,Luns dos Dolores,municipal,36018,Forcarei
2025-04-21,Luns de Pascua,municipal,36019,Fornelos de Montes
2025-08-12,festas de San Lourenzo,municipal,36019,Fornelos de Montes
2025-05-02,,municipal,36020,Agolada
2025-06-30,,municipal,36020,Agolada
2025-03-04,Martes de Entroido,municipal,36021,Gondomar
2025-07-11,San Bieito,municipal,36021,Gondomar
2025-07-16,festividade do Carme,municipal,36022,O Grove
2025-11-11,San Marti�o,municipal,36022,O Grove
2025-07-16,Virxe do Carme,municipal,36023,A Guarda
2025-09-23,Santa Tegra,municipal,36023,A Guarda
2025-09-22,festas patronais Virxe das Dores,municipal,36024,Lalín
2025-09-23,festa patronais Virxe das Dores,municipal,36024,Lalín
2025-07-28,San Xoaqu�n e Santa Ana,municipal,36025,A Lama
2025-08-05,festa das Ermidas,municipal,36025,A Lama
2025-07-16,festividade da Virxe do Carme,municipal,36026,Marín
2025-09-08,festividade da Virxe do Porto,municipal,36026,Marín
2025-07-11,San Bieito,municipal,36027,Meaño
2025-12-13,Santa Luc�a,municipal,36027,Meaño
2025-04-21,Luns de Pascua (Nosa Se�ora das Cabezas),municipal,36028,Meis
2025-07-11,San Bieito,municipal,36028,Meis
2025-07-16,festividade do Carme,municipal,36029,Moaña
2025-11-11,San Marti�o,municipal,36029,Moaña
2025-06-09,Luns de Pentecostes e festividade da Franqueira,municipal,36030,Mondariz
2025-08-16,San Roque,municipal,36030,Mondariz
2025-06-09,d�a da festividade da Franqueira,municipal,36031,Mondariz-Balneario
2025-07-16,festividade da Virxe do Carme,municipal,36031,Mondariz-Balneario
2025-07-19,Santa Xusta,municipal,36032,Moraña
2025-12-13,Santa Luc�a,municipal,36032,Moraña
2025-06-13,festa da Rosa,municipal,36033,Mos
2025-08-07,San Mamede,municipal,36033,Mos
2025-07-29,festividade de Santa Marta,municipal,36034,As Neves
2025-08-05,festividade da Nosa Se�ora das Neves,municipal,36034,As Neves
2025-06-24,San Xo�n,municipal,36035,Nigrán
2025-08-01,San Fiz,municipal,36035,Nigrán
2025-06-09,festividade da Virxe do Mar,municipal,36036,Oia
2025-08-07,festividade de San Mamede,municipal,36036,Oia
2025-03-03,Entroido,municipal,36037,Pazos de Borbén
2025-06-24,San Xo�n,municipal,36037,Pazos de Borbén
2025-03-05,M�rcores de Cinza,municipal,36038,Pontevedra
2025-07-11,San Bieito,municipal,36038,Pontevedra
2025-07-11,San Bieito,municipal,36039,O Porriño
2025-09-29,d�a do Cristo,municipal,36039,O Porriño
2025-03-21,San Bieito,municipal,36040,Portas
2025-04-21,Luns de Pascua,municipal,36040,Portas
2025-06-24,San Xo�n,municipal,36041,Poio
2025-09-24,d�a da Virxe da Merc�,municipal,36041,Poio
2025-06-23,luns seguinte � festividade do Corpus Christi,municipal,36042,Ponteareas
2025-09-29,luns seguinte � festividade de San Miguel,municipal,36042,Ponteareas
2025-04-21,Luns de Pascua,municipal,36043,Ponte Caldelas
2025-09-03,m�rcores da festa das Dores,municipal,36043,Ponte Caldelas
2025-01-07,festa de San Xuli�n,municipal,36044,Pontecesures
2025-07-07,festa do Carme,municipal,36044,Pontecesures
2025-04-28,Luns do Cristo,municipal,36045,Redondela
2025-06-19,Xoves da Coca,municipal,36045,Redondela
2025-04-21,Luns de Pascua,municipal,36046,Ribadumia
2025-06-06,festa do Vi�o Tinto,municipal,36046,Ribadumia
2025-06-16,Santo Antonio,municipal,36047,Rodeiro
2025-09-08,Nosa Se�ora do Faro,municipal,36047,Rodeiro
2025-03-04,Martes de Entroido,municipal,36048,O Rosal
2025-07-18,festividade de Santa Mari�a,municipal,36048,O Rosal
2025-03-04,Martes de Entroido,municipal,36049,Salceda de Caselas
2025-07-21,Luns do Cristo,municipal,36049,Salceda de Caselas
2025-05-13,festividade da Virxe de F�tima,municipal,36050,Salvaterra de Mi�o
2025-06-09,festividade Sant�simo Cristo da Vitoria,municipal,36050,Salvaterra de Mi�o
2025-04-21,romar�a do Con,municipal,36051,Sanxenxo
2025-09-04,Santa Rosal�a,municipal,36051,Sanxenxo
2025-07-11,festa do Lac�n,municipal,36052,Silleda
2025-08-25,festa da Empanada,municipal,36052,Silleda
2025-04-21,Luns de Pascua,municipal,36053,Soutomaior
2025-08-06,festa do Patr�n,municipal,36053,Soutomaior
2025-03-04,Martes de Entroido,municipal,36054,Tomiño
2025-09-15,Luns do Alivio,municipal,36054,Tomiño
2025-03-04,Martes de Entroido,municipal,36055,Tui
2025-04-28,Luns de San Telmo,municipal,36055,Tui
2025-02-03,festividade de San Blas,municipal,36056,Valga
2025-07-24,festividade de Santa Cristina,municipal,36056,Valga
2025-03-04,Martes de Entroido,municipal,36057,Vigo
2025-03-28,festa da Reconquista,municipal,36057,Vigo
2025-03-04,Martes de Entroido,municipal,36058,Vilaboa
2025-11-11,San Marti�o,municipal,36058,Vilaboa
2025-08-11,festividade da Nosa Sra. da Piedade,municipal,36059,Vila de Cruces
2025-08-12,festividade da Nosa Sra. da Piedade,municipal,36059,Vila de Cruces
2025-05-22,festividade de Santa Rita,municipal,36060,Vilagarcía de Arousa
2025-08-16,festividade de San Roque,municipal,36060,Vilagarcía de Arousa
2025-01-15,San Mauro,municipal,36061,Vilanova de Arousa
2025-09-16,San Cibr�n,municipal,36061,Vilanova de Arousa
2025-01-07,,municipal,36901,A Illa de Arousa
2025-03-04,Martes de Entroido,municipal,36901,A Illa de Arousa
2025-07-28,festividade do Ecce-Homo,municipal,36902,Cerdedo-Cotobade
2025-08-18,San Roque,municipal,36902,Cerdedo-Cotobade
